image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match_3f,full_match_4f,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
103.jpeg,Energie,Energie,166,12,kJ,g,per_serving,pro,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
103.jpeg,Energie,g,39,51,kcal,,per_serving,pro,False,False,False,False,False,False,fast+llm,Energie does not match g,"39 != 51, and both are non-trace quantities",kcal does not match an empty unit,per_serving does not match pro
103.jpeg,Fett,Fettsauren,0.4,51,g,,per_serving,pro,False,False,False,False,False,False,fast+llm,Nutrient 'Fett' does not match 'Fettsauren'.,Quantity '0.4' does not match '51'.,Unit is missing in prediction but required.,Context 'per_serving' does not match 'pro'.
103.jpeg,davon gesättigte Fettsäuren,g,0,g,g,,per_serving,pro,True,False,False,False,False,False,fast+llm,Correct nutrient term after multilingual equivalence.,Quantity does not match and is not a trace value.,Unit is missing and context does not match after stripping suffixes.,Context does not match after removing serving-size suffix.
103.jpeg,Kohlenhydrate,Kohlenhydrate,6.1,6.1,g,,per_serving,pro,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
103.jpeg,davon Zucker,davon Zucker,6.1,6.1,g,,per_serving,pro,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
104.jpeg,Energie,Energie,1528,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Fett,Fett,2.6,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Ballaststoffe,Ballaststoffe,10,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Salz,Salz,0.1,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Fett,Fettsauren,0,,g,,per_serving,,False,False,False,False,False,False,fast+llm,Nutrient specificity mismatch.,"Quantity missing in prediction, ground truth is zero.",Unit and quantity are missing in prediction.,Context not applicable due to missing information.
105.jpeg,Energie,Energie,1320,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
105.jpeg,Fett,Fett,2.7,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
105.jpeg,Kohlenhydrate,Kohlenhydrate 52.1g,52.1,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
105.jpeg,Salz,Salz,0.03,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
105.jpeg,Fett,Fettsauren,0.3,,g,,per_serving,,False,False,False,False,False,False,fast+llm,Nutrient specificity mismatch.,Quantity missing in prediction.,Unit missing in prediction.,Context missing in prediction.
106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,VitaminE,12,12,mg α-TE,,per_serving,NRV/,True,True,False,True,False,False,fast+llm,Both match 'Vitamin E' in different forms.,Quantities are identical: 12 mg α-TE vs 12.,"Expected 'mg α-TE', but got None.",Contexts are equivalent after stripping suffixes.
107.jpeg,Vitamin B1,Vitamin B12,1.1,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Vitamin B2,Vitamin B2,1.4,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Vitamin B6,Vitamin B6,1.4,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Vitamin E,Vitamin E,12,,mg α-TE,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Niacin,Niacin,16,,mg NE,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Biotin,Biotin,50,,µg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Magnesium,Magnesium,240,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Vitamin B1,Vitamin B1,1.1,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Vitamin B2,Vitamin B2,1.4,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Vitamin B6,Vitamin B6,1.4,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Vitamin B12,Vitamin B12,2.5,,µg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Biotin,Biotin,50,,µg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
109.jpeg,Brennwert,Brennwert,420,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
109.jpeg,Fett,Fett,0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
109.jpeg,- davon gesättigte Fettsäuren,g,0.2,,g,,per_100g,,False,False,False,False,False,False,fast+llm,Nutrient does not match due to different specificity levels.,Quantity is missing in prediction and cannot be compared.,Unit is missing in prediction and cannot be compared.,Context is missing in prediction and cannot be compared.
109.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
109.jpeg,Ballaststoffe,Ballaststoffe,1.5,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
109.jpeg,Salz,Salz,0.05,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
110.jpeg,Melissen Extrakt,Melissen Extrakt,15,,mg,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
110.jpeg,Niacin,Niacin,8.0,,mg NE,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
111.jpeg,Vitamin B12,Vitamin B12,17.5,700%,µg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
115.jpeg,Fett,Fett,0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
115.jpeg,- davon gesättigte Fettsäuren,g,0.2,,g,,per_100g,,False,False,False,False,False,False,fast+llm,Nutrient is not matching due to different specificity.,Quantity is missing in prediction and ground truth is non-zero.,Unit and context are missing in prediction.,Context is missing in prediction.
115.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
115.jpeg,Ballaststoffe,Ballaststoffe,1.6,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,ENERGIE,ENERGIE,1696,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,FETT:,FETT:,12.0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,KOHLENHYDRATE:,KOHLENHYDRATE:,27.0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,BALLASTSTOFFE,Ballaststoffe,12.0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
116.jpeg,SALZ,SALZ,2.02,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
118.jpeg,ENERGIE,g,1440,,kJ,,per_100g,,False,False,False,False,False,False,fast+llm,ENERGIE does not match g,Quantity is missing in prediction,Unit is missing in prediction,Context is missing in prediction
119.jpeg,ENERGIE,g,1471,g,kJ,,per_100g,,False,False,False,False,False,False,fast+llm,ENERGIE does not match g,1471 kJ does not match g,kJ unit is missing in prediction,per_100g context is missing in prediction
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,g,547,32,kJ,,per_100ml,g,False,False,False,False,False,False,fast+llm,Ground truth is 'Energie' while prediction is 'g'.,Quantities do not match and prediction lacks a unit.,"Prediction has no unit specified, while ground truth has 'kJ'.",Contexts do not match after stripping serving-size suffixes.
12.jpeg,Energie / Energia / Energie / Energi / Energia / Energi,g,129,g,kcal,,per_100ml,g,False,False,False,False,False,False,fast+llm,Ground truth is 'Energie' while prediction is 'g'.,Quantities do not match and are both missing relevant values.,"Prediction lacks a unit, while ground truth has 'kcal'.","Contexts do not match; ground truth is 'per_100ml', prediction is empty."
12.jpeg,Vetten / Rasva / Matières grasses / Fett / Tłuszcze / Fett,g,0.0,0.0,g,,per_100ml,g,False,True,False,False,False,False,fast+llm,Specificity rule violated: 'Fett' vs 'g',Quantities are equal and within trace tolerance,"Unit is missing in prediction, but required",Contexts do not match after stripping suffixes
120.jpeg,INOSITOL,INOSITOL,100,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,ALPHA-LIPONSÄURE,R,42,,mg,,per_daily_dose,,False,False,False,False,False,False,fast+llm,Ground truth is 'ALPHA-LIPONSÄURE' but prediction is 'R'.,"Quantity not provided in prediction, while ground truth is '42'.","Unit not provided in prediction, while ground truth is 'mg'.","Context not provided in prediction, while ground truth is 'per_daily_dose'."
120.jpeg,CHOLIN,choline,20,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,RUTIN,RUTIN,20,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS,3.6 x 10^8,,KBE,,per_daily_dose,,False,False,False,False,False,False,fast+llm,Specificity rule violated: 'LACTOBACILLUS ACIDOPHILUS' vs 'LACTOBACILLUS',Quantity not provided in prediction,Unit not provided in prediction,Context not provided in prediction
120.jpeg,VITAMIN C,V,250,,mg,,per_daily_dose,ON,False,False,False,False,False,False,fast+llm,VITAMIN C vs V do not match due to R1 specificity rule.,"Quantity missing in prediction and non-zero in ground truth, failing R8.","No unit provided in prediction while a unit exists in ground truth, failing R11.","Context 'per_daily_dose' does not match 'ON', failing R13 after stripping serving-size suffix."
120.jpeg,NIACIN,Niacin,16,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,VITAMIN B1,1,1,22,mg,,per_daily_dose,ON,False,False,False,False,False,False,fast+llm,Nutrient is not a vitamin B1 but a number.,"Quantity and unit are incorrect, missing or invalid.",Unit is missing.,Context does not match the expected format.
120.jpeg,BIOTIN,Biotin,40,Jod,µg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,VITAMIN B12,1,4.1,100,µg,g,per_daily_dose,ON,False,False,False,False,False,False,fast+llm,Predicted nutrient is not a vitamin B12.,Quantities and units do not match and are out of tolerance.,"Unit mismatch: predicted unit is grams, ground truth is micrograms.",Contexts do not align.
120.jpeg,CALCIUM,Calcium,121,,mg,,per_daily_dose,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,ZINK,ZINK,6.5,100,mg,g,per_daily_dose,ON,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,SELEN,SELEN,22,22,µg,,per_daily_dose,ON,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
120.jpeg,KUPFER,KUPFER,1,,mg,,per_daily_dose,ON,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,MANGAN,MANGAN,0.4,,mg,,per_daily_dose,ON,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
120.jpeg,CHROM,CHROM,25,,µg,,per_daily_dose,ON,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
121.jpeg,ENERGIE,g,1.401,KOHLENHYDRATE:,kJ,,per_100g,KJ/KCAL,False,False,False,False,False,False,fast+llm,ENERGIE does not match KOHLENHYDRATE,1.401 kJ does not match KOHLENHYDRATE: or any numeric value close to it,kJ does not match None and kcal is a different unit,per_100g does not match serving size context
121.jpeg,ENERGIE,g,336,-DAVONMEHRWERTIGEALKOHOLE,kcal,,per_100g,KJ/KCAL,False,False,False,False,False,False,fast+llm,ENERGIE does not match g,"336 does not match -DAVONMEHRWERTIGEALKOHOLE, and both are out of context",kcal != None,per_100g != KJ/KCAL
17.jpeg,Caffeine,Caffeine,100,,mg,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
17.jpeg,Vitamin B3,Vitamin B3,2.4,,mg NE,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
17.jpeg,Vitamin B12,Vitamin B12,0.38,,µg,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
2.jpeg,Energie/energy kJ,g,1195,,kJ,,per_100g,0,False,False,False,False,False,False,fast+llm,"Energie/energy kJ vs g, nutrient mismatch","Expected numeric value, got None; quantity mismatch","Expected unit kJ, got None; unit mismatch","Expected per_100g, got 0; context mismatch"
2.jpeg,Energie/energy kcal,g,281,70,kcal,,per_100g,0,False,False,False,False,False,False,fast+llm,"Energie/energy kcal vs g, specificity mismatch","281 vs 70, numeric values do not match within tolerance","kcal vs None, unit missing in prediction","per_100g vs 0, contexts do not match"
201.jpeg,Energie/ Energy/ Energie/ Énergie/ Wartość energetyczna/ Energetická hodnota/ Energia/ Energia/ Valor energético/ Energia,g,1642,g,kJ,,per_100g,Por 30gO,False,False,False,False,False,False,fast+llm,Energie/ Energy does not match g (gram),1642 kJ does not match g,Unit is missing in prediction,per_100g does not match Por 30g
201.jpeg,- waarvan verzadigde vetzuren/ of which saturates/ davon gesättigte Fettsäuren/ dont acides gras saturés/ w tym kwasy tłuszczowe nasycone/ z toho nasycené mastné kyseliny/ di cui acidi grassi saturi/ z toho nasýtené mastné kyseliny/ de las cuales saturadas/ dos quais saturados,cuales saturadas/ dos quais saturados,4.2,,g,,per_100g,Por 30gO,True,False,False,False,False,False,fast+llm,Both contain 'saturadas'.,Quantity is missing in prediction.,Unit and context do not match expectations based on ground truth.,Context does not match the per_100g format.
26.jpeg,ENERGY,ENERGY,942,942/255kJ/KCAL,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
26.jpeg,ENERGY,g,225,,kcal,,per_100g,,False,False,False,False,False,False,fast+llm,ENERGY does not match g,Quantity is missing in prediction,Unit is missing in prediction,Context is missing in prediction
26.jpeg,FAT,FAT,0,942/255kJ/KCAL,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
26.jpeg,OF WHICH SUGARS,OF WHICH SUGARS,7,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
26.jpeg,PROTEIN,protein,0.1,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
30.jpeg,PROTEIN,protein,2.7,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
30.jpeg,FAT,FAT:(9,5.0,,g,,per_serving,,False,False,False,False,False,False,fast+llm,Nutrient is not fully matched due to additional characters in prediction.,Quantity is missing in prediction.,Unit and context are missing in prediction.,Context is missing in prediction.
30.jpeg,SATURATED FAT,-SATURATED FAT g,2.7,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
30.jpeg,CARBOHYDRATE,carbohydrate,39,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
30.jpeg,SUGARS,-SUGARSg,19,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
30.jpeg,DIETARY FIBRE,dietary fibre,2.0,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
30.jpeg,SODIUM,SODIUM(mg,70,,mg,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
33.jpeg,Fett/fat,Fett/fat,0,Salz/salt,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
33.jpeg,Kohlenhydrate/carbohydrates,Kohlenhydrate/carbohydrates,97,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
33.jpeg,davon Zuckerarten/of which sugars,davon Zuckerarten,56,,g,,per_100g,,False,False,False,False,False,False,fast+llm,Nutrient 'davon Zuckerarten' does not match 'davon Zuckerarten/of which sugars'.,Quantity is missing in prediction.,Unit is missing in prediction.,Context is missing in prediction.
33.jpeg,Eiweiss/protein,Eiweiss/protein,0,Salz/salt,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
34.jpeg,Energy,Energy,1356,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
34.jpeg,Fat,Fat,0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
34.jpeg,Carbohydrate,Carbohydrate,80,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
34.jpeg,Fibre,Fibre,5,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
34.jpeg,Protein,Protein,0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
34.jpeg,Salt,Salt,3.5,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
4.jpeg,OF WHICH SATURATES,saturates,0,,g,,per_100g,E,False,False,False,False,False,False,fast+llm,"of which saturates vs saturates, specificity rule violated",predicted quantity missing while ground truth is 0,both predicted and ground truth unit are missing,"per_100g vs E, serving size suffix not stripped"
4.jpeg,CARBOHYDRATE,carbohydrate,56,,g,,per_100g,E,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
4.jpeg,PROTEIN,protein,0,,g,,per_100g,E,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
4.jpeg,SALT,SALT-,0.12,,g,,per_100g,E,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
41.jpeg,ENERGY,ENERGY,612,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
41.jpeg,FAT,FAT,0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
41.jpeg,OF WHICH SATURATES,SATURATES,0,,g,,per_100g,,False,False,False,False,False,False,fast+llm,OF WHICH SATURATES is more specific than SATURATES,Expected '0' but got None,Expected 'g' but got None,Expected 'per_100g' but got None
41.jpeg,CARBOHYDRATE,CARBOHYDRATE,36,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
41.jpeg,PROTEIN,PROTEIN,0,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
41.jpeg,SALT,SALT,0.10,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
42.jpeg,FAT,FAT (g,0,,g,,per_serving,per_100g,True,False,False,False,False,False,fast+llm,Both are 'FAT' in different languages.,"Ground truth is '0g', prediction has no quantity.",Prediction unit is incomplete and incorrect.,Prediction context is 'per_100g' which does not match 'per_serving'.
42.jpeg,SATURATED FAT,-SATURATED FAT (g,0,carbohydrate,g,,per_serving,per_100g,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
42.jpeg,SUGARS,-SUGARS (g,18,carbohydrate,g,,per_serving,per_100g,False,False,False,False,False,False,fast+llm,"SUGARS vs -SUGARS (g, nutrient specificity mismatch","18 g vs carbohydrate, no numeric match and partial overlap < 0.65","g vs None, unit missing in prediction","per_serving vs per_100g, context mismatch"
42.jpeg,FAT,-SATURATED FAT (g,0,4,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,FAT and -SATURATED FAT (g are different nutrients,quantities do not match and neither is a trace value,predicted unit is missing,contexts are the same after stripping serving-size suffix
42.jpeg,SUGARS,-SUGARS (g,38,4,g,,per_100g,per_100g,False,False,False,True,False,False,fast+llm,Nutrient is misspelled and not a sub-nutrient.,Quantities do not match and prediction lacks unit.,Unit is missing in the prediction.,
45_1.jpeg,SATURATED FAT,saturated,0,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
45_1.jpeg,CARBOHYDRATE,carbohydrate,44,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
45_1.jpeg,DIETARY FIBRE,dietary fibre,0,,g,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
45_2.jpeg,ENERGY,ENERGY,1567,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
45_2.jpeg,FAT,FAT,0,,g,,per_100g,OFWHICH,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
45_2.jpeg,PROTEIN,PROTEIN,0.1,,g,,per_100g,OFWHICH,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
51.jpeg,Energy | Energie,g,1541,1541,kJ,,per_100g,,False,True,False,False,False,False,fast+llm,Energy and g are different nutrients.,Quantities do not match and one is a unit.,"No unit provided in prediction, but 'kJ' expected.",Contexts do not match.
51.jpeg,Energy | Energie,g,363,6.7,kcal,,per_100g,,False,False,False,False,False,False,fast+llm,Energy and g are different nutrients.,363 does not match 6.7 within tolerance or as a trace value.,"No unit provided in prediction, but kcal expected.",Context mismatch: per_100g vs None
51.jpeg,Fat | Fett | Matières grasses | Vetten,g,< 0.5,g,g,,per_100g,,False,False,False,False,False,False,fast+llm,Ground truth specifies 'Fat' while prediction is 'g'.,Quantity in ground truth '< 0.5' does not match prediction 'g'.,Prediction lacks a unit.,Both nutrient and quantity mismatch prevent context comparison.
51.jpeg,- of which saturates | davon gesättigte Fettsäuren | dont acides gras saturés | waarvan verzadigde vetzuren,g,< 0.5,0.3,g,,per_100g,,False,False,False,False,False,False,fast+llm,Nutrient is incorrectly identified as 'g' instead of the expected compound nutrient.,Quantity does not match and is not a trace value.,Unit is missing in prediction but required.,Context is missing in prediction but required.
51.jpeg,Carbohydrate | Kohlenhydrate | Glucides | Koolhydraten,g,84,4.0,g,,per_100g,,False,False,False,False,False,False,fast+llm,"Ground truth is a carbohydrate term, prediction is a unit.",Quantities do not match and prediction quantity is invalid.,Prediction lacks a unit while ground truth has 'g'.,Contexts do not match.
51.jpeg,- of which sugars | davon Zucker | dont sucres | waarvan suikers,g,62,0.08,g,,per_100g,,False,False,False,False,False,False,fast+llm,"Ground truth is sugars-related, prediction is unit.",Quantities do not match and prediction has no quantity.,Prediction lacks a unit.,Contexts do not match.
51.jpeg,Energy | Energie,g,925,Sait1SaZout,kJ,,per_serving,,False,False,False,False,False,False,fast+llm,Energie does not match g.,Sait1SaZout is unrecognisable and not a numeric value.,"No unit provided in prediction, but 'kJ' expected.",per_serving context is missing in prediction.
56.jpeg,Fett ........... Lipides,Fett,4.3,4.3,g,,per_100g,,True,True,False,False,False,False,fast+llm,Both are 'Fett'.,4.3 is equal to 4.3 within tolerance.,Predicted unit is missing while ground truth has 'g'.,Predicted context is missing while ground truth has 'per_100g'.
56.jpeg,Fett ........... Lipides,Fett,0.26,g,g,,per_serving,,True,False,False,False,False,False,fast+llm,"Both are 'Fett' and 'Lipides', which are multilingual equivalents.",Quantity does not match; prediction is missing a numeric value.,"Prediction lacks a unit, while ground truth has 'g'.","Prediction context is missing, while ground truth specifies 'per_serving'."
57.jpeg,Fett ........... Lipides,Fett,4.3,,g,,per_100g,,True,False,False,False,False,False,fast+llm,Both are 'Fett' after normalization.,Prediction lacks quantity while ground truth has '4.3'.,Neither have a unit specified.,Neither have a context specified.
6.jpeg,MAGNESIUM,magnesium,56,,mg,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
6.jpeg,POTASSIUM,potassium,70,,mg,,per_serving,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
