image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
101.jpeg,Eiweiß,Salz,6.3,660'0,g,,per_100g,per_100g,False,False,False,True,False,fast+llm,R1 - 'Eiweiß' is a short name that does not match the longer compound name 'Salz'.,R6 - Both values are greater than 0.1 and do not match.,R10 - The predicted unit is missing while the ground truth has a unit.,
101.jpeg,Salz,Thiamin,0.09,,g,,per_100g,per_100g,False,False,True,True,False,fast+llm,R1 - Thiamin is a different nutrient than Salz,R6 - Predicted quantity is missing and ground truth is non-zero,"Both unit fields are 'per_100g', which matches according to R10","Both context fields are 'per_100g' after stripping serving size suffix, which matches according to R12 and R13"
101.jpeg,Thiamin,Natrium,0.44,36,mg,mg,per_100g,per_100g,False,False,True,True,False,fast+llm,"R1: 'Natrium' is a sub-nutrient of 'Sodium', and does not match the ground truth nutrient 'Thiamin'.",R6: The predicted quantity '36' does not match the ground truth quantity '0.44' as they are outside the trace amount range and differ significantly.,"R10: Both units are in mg, but the nutrient mismatch makes this irrelevant for full tuple matching according to R15.",
102.jpeg,Energie,Energie,1502,7.7,kJ,g,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
102.jpeg,Energie,Energie,356,1.0,kcal,g,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
102.jpeg,Fett,Fett,7.7,7.7,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
102.jpeg,- davon gesättigte Fettsäuren,Fett,1.1,1.1,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"R1 - 'Fett' is a parent nutrient of '- davon gesättigte Fettsäuren', and the short name does not match the longer compound name.",The quantities are numerically equal within the allowed tolerance.,"Both units are grams, which are equivalent.",Both contexts are 'per_100g' after stripping serving size suffixes.
102.jpeg,Kohlenhydrate,Kohlenhydrate,63,1.1,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
102.jpeg,- davon Zucker,-davon gesattigte,31,7.7,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"R1 - 'davon Zucker' is a sub-nutrient of 'Energie', but the prediction does not match any known sugar-related nutrient.",R6 - The quantities do not independently meet the trace amount criteria and are significantly different.,"R10 - Both units are 'g', which matches according to the rule.","R12/R13 - Both contexts are 'per_100g' after stripping serving size suffixes, matching the rule."
102.jpeg,Ballaststoffe,Ballaststoffe,5.1,5.1,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
102.jpeg,Eiweiß,-davon gesattigte,5.9,1.1,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,R1 - 'Eiweiß' vs '-davon gesattigte',R6 - Neither value is a trace amount and they do not match within the tolerance.,"Both are in grams, so unit_match=true.","Both contexts are 'per_100g', so context_match=true."
102.jpeg,Salz,Salz,0.14,0.14,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
102.jpeg,Energie,Fettsauren,188,1.1,kJ,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False,fast+llm,R1 - 'Energie' vs 'Fettsauren',R6 - 188 != 1.1 and both > 0.1,R10 - kJ != g,R12 - per_serving (1 Riegel* (12.5 g)) vs per_100g
102.jpeg,Energie,Fettsauren,45,31,kcal,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False,fast+llm,R1 - 'Energie' vs 'Fettsauren',R6 - Both values are above trace amount threshold and do not match,R10 - kcal != kJ,R12 - per_serving (1 Riegel* (12.5 g)) vs per_100g
102.jpeg,Fett,Kohlenhydrate,1.0,5.1,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,True,False,False,fast+llm,"R1: 'Fett' vs 'Kohlenhydrate', nutrient mismatch due to specificity.","R6: Quantity values do not match and are not traces, R7: Quantities differ significantly.","R10: Units are different (g vs g), no unit alias matches.",R12: Contexts after stripping serving size suffixes do not match (per_serving vs per_100g).
102.jpeg,- davon gesättigte Fettsäuren,Ballaststoffe,0.1,31,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,True,False,False,fast+llm,R1: 'Ballaststoffe' is a short name that does not match the longer compound name 'davon gesättigte Fettsäuren'.,R6: The quantities do not independently meet the trace amount criteria (both <= 0.1).,"R10: 'g' and 'g' are equivalent, but 'per_serving (1 Riegel* (12.5 g))' does not match 'per_100g'.",R12: The serving size context does not match after stripping suffixes.
102.jpeg,Kohlenhydrate,Salz,7.9,5.9,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,True,False,False,fast+llm,"R1: 'Salz' is a sub-nutrient of 'Kohlenhydrate', and 'Salz' does not match 'Kohlenhydrate'.","R6: Both values are greater than 0.5, so they cannot be considered traces and do not match.",R10: 'g' for 'Kohlenhydrate' does not match 'g' for 'Salz'.,R12: 'per_serving (1 Riegel* (12.5 g))' does not match 'per_100g'.
103.jpeg,Energie,Energie,1383,328,kJ,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
103.jpeg,Energie,Energie,328,3.7,kcal,kcal,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Fett,Fett,3.7,328,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
103.jpeg,davon gesättigte Fettsäuren,Fett,0.4,0.4,g,g,per_100g,,False,True,True,False,False,fast+llm,R1 -- SPECIFICITY: 'Fett' is a parent nutrient of 'davon gesättigte Fettsäuren'.,0.4 matches 0.4 within the tolerance.,g in both matches unit alias g.,Context is present in ground truth but missing in prediction.
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,davon Zucker,davon Zucker,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,Ballaststoffe,Ballaststoffe,16,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Eiweiß,davon gesattigte,7.7,0.4,g,g,per_100g,,False,False,True,False,False,fast+llm,"R1: 'Eiweiß' vs 'davon gesattigte', short name vs longer compound name","R6: Neither value is a trace amount, and they do not match within tolerance",R10: g != g (same unit but context mismatch),R13: per_100g != per_serving
103.jpeg,Salz,Salz,0,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Energie,davon gesattigte,166,3.7,kJ,kcal,per_serving (pro Port. (12g)),,False,False,False,False,False,fast+llm,R1 - 'Energie' vs 'davon gesattigte',R6 - Predicted quantity is not a trace and GT quantity is not zero or trace,R10 - kJ and kcal are not equivalent units,R13 - per_serving vs None
103.jpeg,Energie,Fettsauren,39,0.4,kcal,g,per_serving (pro Port. (12g)),,False,False,False,False,False,fast+llm,"R1: 'Fettsauren' is a sub-nutrient of 'Energie', and does not match.","R6: Both values are above the trace threshold, and do not match.",R10: 'kcal' and 'g' are not equivalent units.,R13: The contexts do not match as they belong to different groups (per_serving vs None).
103.jpeg,Fett,Fettsauren,0.4,51,g,g,per_serving (pro Port. (12g)),,False,False,True,False,False,fast+llm,R1: 'Fett' vs 'Fettsauren',"R6: 0.4 != 51, and neither is a trace amount",R10: g != g (same unit but different values),R12: per_serving vs None
103.jpeg,davon gesättigte Fettsäuren,Ballaststoffe,0,51,g,g,per_serving (pro Port. (12g)),,False,False,True,False,False,fast+llm,"R1 - 'davon gesättigte Fettsäuren' is a specific sub-nutrient of 'Fett', and the prediction does not match.","R6 - The ground truth quantity is 0, which is treated as a trace amount, but the predicted quantity is 51, which is not a trace amount.",R10 - The units do not match: 'g' for ground truth vs None for prediction.,R12 - The context does not match after stripping serving size suffixes.
103.jpeg,Kohlenhydrate,Salz,6.1,66'0,g,g,per_serving (pro Port. (12g)),,False,False,True,False,False,fast+llm,R1: 'Salz' is a short name that does not match the longer compound name 'Kohlenhydrate'.,"R6: Both values are greater than 0.1, and R7 shows they do not match exactly.",R10: 'g' for 'Salz' does not match any equivalent unit of 'Kohlenhydrate'.,R12: The context fields do not contain the same information after stripping serving size suffixes.
104.jpeg,Energie,Energie,1528,361,kJ,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Energie,Energie,361,100,kcal,g,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Fett,Fett,2.6,361,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,davon gesättigte Fettsäuren,Fett,0.6,2.6,g,kcal,per_100g,,False,False,False,False,False,fast+llm,R1 - 'Fett' is a parent nutrient of 'davon gesättigte Fettsäuren'.,R6 - Predicted quantity (2.6) and ground truth quantity (0.6) are not trace amounts and do not match within tolerance.,R10 - 'kcal' is not equivalent to 'g'.,R13 - The context fields do not match.
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,0.6,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,davon Zucker,davon Zucker,72,10,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Ballaststoffe,Ballaststoffe,10,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Eiweiß,davon gesattigte,3.2,0.6,g,g,per_100g,,False,False,True,False,False,fast+llm,"R1: 'Eiweiß' vs 'davon gesattigte', short name vs longer compound name","R6: Neither value is a trace amount, and they do not match within tolerance",R10: g != None (missing unit),R13: per_100g != None
104.jpeg,Salz,Salz,0.1,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Energie,davon gesattigte,214,2.6,kJ,kcal,per_serving (pro Port. (14g)),,False,False,False,False,False,fast+llm,R1 - 'Energie' vs 'davon gesattigte',R6 - Predicted quantity is not a trace and GT quantity is non-zero,R10 - kJ and kcal are not equivalent units,R13 - per_serving does not match any context in the prediction
104.jpeg,Energie,Fettsauren,51,0.6,kcal,g,per_serving (pro Port. (14g)),,False,False,False,False,False,fast+llm,R1 - 'Fettsauren' is a sub-nutrient of 'Energie'.,R6 - Predicted quantity (0.6) and ground truth quantity (51) are not trace amounts and do not match.,R10 - 'kcal' and 'g' are not equivalent units.,R12 - Ground truth context contains serving size information which is absent in the prediction.
104.jpeg,Fett,Fettsauren,0,2.6,g,kcal,per_serving (pro Port. (14g)),,False,False,False,False,False,fast+llm,R1: 'Fett' vs 'Fettsauren',R6: Predicted quantity is not a trace and does not match ground truth,R10: 'g' vs 'kcal',R12: Contexts do not match after stripping serving size suffix
104.jpeg,davon gesättigte Fettsäuren,Kohlenhydrate,0,72,g,g,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,R1: 'Kohlenhydrate' vs 'davon gesättigte Fettsäuren',R6: Predicted quantity is not a trace and GT quantity is non-zero,R10: 'g' for carbohydrates does not match any unit alias of 'g',R12: Contexts do not match after stripping serving size suffix
104.jpeg,Kohlenhydrate,davon Zucker,10,72,g,g,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,"R1: 'davon Zucker' is a sub-nutrient of 'Kohlenhydrate', and the prediction does not match the ground truth.","R6: The quantities do not independently meet the trace amount criteria, and they are not numerically equal within tolerance.","R10: 'g' in the ground truth does not match any unit alias for the predicted value, and there is no equivalent unit provided by R2/R3.","R14: The context fields do not match, with the prediction being empty while the ground truth provides a serving size."
104.jpeg,davon Zucker,Ballaststoffe,10,10,g,g,per_serving (pro Port. (14g)),,False,True,True,False,False,fast+llm,"R1 - 'davon Zucker' is a sub-nutrient of 'Ballaststoffe', and the short name does not match the longer compound name.",0.65 <= 10/10 -> R7,g = g -> R10,per_serving != None -> R14
104.jpeg,Ballaststoffe,Salz,1.4,0.1,g,g,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,R1 - Ballaststoffe and Salz are different nutrients,R6 - Quantities do not match and are not both <= 0.1g,R10 - g does not match any unit of Salz,R13 - per_serving does not match None
105.jpeg,Energie,Energie,1320,313,kJ,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,Energie,Energie,313,38,kcal,kcal,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Fett,Fett,2.7,313,g,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,- davon gesättigte Fettsäuren,Fett,0.4,38,g,kcal,per_100g,per_100g,False,False,False,True,False,fast+llm,R1 - 'Fett' is a parent nutrient of '- davon gesättigte Fettsäuren'.,"R6 - Neither value is <= 0.1, and they do not match within the allowed tolerance.",R10 - 'kcal' and 'g' are not equivalent units.,"R12 - Both contexts are stripped to 'per_100g', which matches."
105.jpeg,Kohlenhydrate,"Kohlenhydrate 52,1g",52.1,0.4,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,- davon Zucker,-davon gesattigte,51.4,0.4,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"R1 - 'davon Zucker' is a sub-nutrient of 'Energie', but the predicted nutrient does not match any known sugar-related nutrients after normalization.","R6 - The ground truth quantity (51.4) and prediction (0.4) are significantly different, neither being a trace amount.","R10 - Both have 'g' as the unit, which is equivalent under R10.","R12 - Both contexts are 'per_100g', after stripping serving size suffixes."
105.jpeg,Ballaststoffe,-davon gesattigte,15.5,0.3,g,kcal,per_100g,per_100g,False,False,False,True,False,fast+llm,R1 - 'Ballaststoffe' is a specific nutrient and does not match the predicted 'davon gesattigte'.,"R6 - Both quantities are greater than 0.1, so they do not match as traces or by numeric equality.",R10 - The units 'g' and 'kcal' are not equivalent.,
105.jpeg,Eiweiß,Fettsauren,7.0,0.4,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"R1 - 'Fettsauren' is a sub-nutrient of 'Eiweiß', and 'Fettsauren' does not match 'Eiweiß'.","R6 - Both values are greater than 0.5, so they cannot be considered traces and do not match.","R10 - Both units are 'g', which is equivalent under the unit aliases rule.",R12 & R13 - The context 'per_100g' matches after stripping serving size suffix.
105.jpeg,Salz,Salz,0.03,7.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Energie,Fettsauren,158,6.3,kJ,g,per_serving (1 Portion* (12 g)),per_100g,False,False,False,False,False,fast+llm,R1 - 'Energie' vs 'Fettsauren',R6 - 158 != 6.3 and both are >0.1,R10 - kJ != g,R12 - per_serving (1 Portion* (12 g)) != per_100g
105.jpeg,Energie,"Kohlenhydrate 52,1g",38,6.3,kcal,g,per_serving (1 Portion* (12 g)),per_100g,False,False,False,False,False,fast+llm,"R1 - 'Energie' vs 'Kohlenhydrate 52,1g'",R6 - Predicted quantity is not a trace and does not match ground truth,R10 - 'kcal' vs 'g',R13 - 'per_serving (1 Portion* (12 g))' vs 'per_100g'
105.jpeg,Fett,Salz,0.3,600,g,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,False,False,fast+llm,R1 - 'Fett' vs 'Salz',R6 - Both values are outside the trace amount range and do not match,"R10 - 'g' for fat does not match 'g' for salt, and they are different nutrients",R12 - Contexts do not match after stripping serving size suffixes
106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,VitaminE,12,,mg α-TE,,per_serving (Pro Stick),,True,False,False,False,False,fast+llm,"R1 does not apply, 'VitaminE' is a short form of the ground truth nutrient.",Predicted quantity is None while ground truth has a non-zero value.,No unit provided in prediction while ground truth specifies 'mg α-TE'.,Both have context but neither match due to lack of specific serving size information.
106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,Vitamine und Mineralstoffe,250,,mg,,per_serving (Pro Stick),,False,False,False,False,False,fast+llm,R1: 'Vitamine und Mineralstoffe' is a broader category than the specific nutrient 'Magnesium'.,"R6: Predicted quantity is None, while ground truth has a non-zero value.","R10: The predicted unit is missing and the ground truth provides 'mg', which are not equivalent units.",R12: The context in the prediction does not match the context in the ground truth.
107.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
107.jpeg,Vitamin B2,Vitamin B2,1.4,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
107.jpeg,Vitamin B6,Vitamin B6,1.4,1409,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
107.jpeg,Vitamin B12,Vitamin B12,2.5,80,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Vitamin C,Vitamin B1,80,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,"R1: 'Vitamin C' vs 'Vitamin B1', different nutrients","R7: 80 mg != 14 mg, numeric values do not match within tolerance","R10: mg != mg, units are the same but nutrient mismatch overrides","R12: 'per_daily_dose' vs 'per_daily_dose', contexts are identical"
107.jpeg,Vitamin E,Vitamin E,12,,mg α-TE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Niacin,Niacin,16,5019,mg NE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Biotin,Biotin,50,2009,µg,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Folsäure,Vitamin B2,200,1409,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,False,True,False,fast+llm,"R1: 'Folsäure' is a specific form of B vitamin, while 'Vitamin B2' refers to riboflavin.",R7: Quantities do not match (200 µg vs. 1409 mg).,R10: Units are different (µg vs. mg).,R12 and R13: Contexts do not match ('per_daily_dose' vs. 'per_daily_dose').
107.jpeg,Pantothensäure,Vitamin B6,6,2.59,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,"R1: 'Pantothensäure' is a specific form of 'Vitamin B5', and does not match the predicted nutrient 'Vitamin B6'.","The quantities do not match, with ground truth being 6mg and prediction being 2.59mg.","Both units are mg, but the values do not match due to R7 numeric equality rule.",R12: The context 'per_daily_dose (1 Tablette (4.3 g)*)' does not match the predicted context 'per_daily_dose'.
108.jpeg,Magnesium,Magnesium,240,240,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B2,Vitamin B2,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B6,Vitamin B6,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B12,Vitamin B12,2.5,2.519,µg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
108.jpeg,Vitamin C,VitaminC,80,80,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast+llm,"R14: Same nutrient, minor OCR noise.",R7: Quantities match within tolerance.,R10: Units are equivalent (mg).,R12 and R13: Contexts match after normalization.
108.jpeg,Vitamin E (α-TE),VitaminE (a-TE,12,16,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,False,True,True,False,fast+llm,R1 -- SPECIFICITY: 'Vitamin E (α-TE)' and 'VitaminE (a-TE' are OCR variations of the same nutrient.,"R7 -- NUMERIC EQUALITY: 12 != 16, and both values exceed the trace amount threshold.",R10 -- UNIT ALIASES: mg is equivalent to mg in Vitamin E context.,R12 -- STRIP SERVING SIZE SUFFIX: 'per_daily_dose (1 Tablette (5.6 g)*)' and 'per_daily_dose' match after stripping the suffix.
108.jpeg,Niacin (NE),Biotin,16,509,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,False,False,True,True,False,fast+llm,"R1: 'Niacin (NE)' is a specific form of Niacin, while 'Biotin' is a different nutrient.",The quantities do not match and are outside the trace amount tolerance.,The units are different (mg vs mg).,The contexts do not match ('per_daily_dose (1 Tablette (5.6 g)*)' vs 'per_daily_dose').
108.jpeg,Biotin,Folsaure,50,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,False,False,False,False,fast+llm,R1 - 'Folsaure' is a short name that does not match the parent nutrient 'Biotin'.,R8 - GT quantity is non-zero and predicted quantity is None.,R10 - No unit in prediction matches any unit in ground truth.,R14 - Predicted context is missing while ground truth has a specific context.
108.jpeg,Folsäure,Pantothensaure,200,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,False,False,False,False,fast+llm,"R1 - 'Pantothensaure' is a sub-nutrient of 'Folsäure', and 'Pantothensaure' does not match 'Folsäure'.","R8 - GT quantity is non-zero, prediction has no quantity.",R10 - No unit provided in the prediction while a unit ('µg') is present in the ground truth.,R12 and R13 - The context does not match after stripping serving size suffixes.
109.jpeg,Brennwert,Brennwert,420,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
109.jpeg,Brennwert,Fett,99,0,kcal,g,per_100g,per_100g,False,False,False,True,False,fast+llm,"R1 - 'Fett' is a sub-nutrient of 'Brennwert', and does not match.","R6 - Predicted quantity (0) is below the trace threshold, while ground truth is non-zero (99).",R10 - 'kcal' and 'g' are not equivalent units.,
109.jpeg,Fett,Fettsauren,0,0.2,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,R1 - 'Fett' does not match 'Fettsauren'.,"R6 - Both quantities are greater than 0.1, and they do not match exactly.",R10 - 'g' matches 'g'.,R12 & R13 - The context is correctly stripped and matches.
109.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,,g,,per_100g,per_100g,False,False,True,True,False,fast+llm,"R1 - 'davon gesättigte' is a shorter name that contains the full nutrient name 'gesättigte Fettsäuren', which makes it a sub-nutrient and thus does not match.","R6 - Predicted quantity is None, while ground truth has a non-zero value (0.2), so they do not match as per the trace amount rule.","R10 - Both units are 'g', which matches according to unit aliases.",R12 and R13 - The context 'per_100g' is consistent on both sides after stripping serving size suffix.
109.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,12.0,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,- davon Zucker,-davon Zucker,9.8,9.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Ballaststoffe,Ballaststoffe,1.5,1.5,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Eiweiß,Salz,11.0,0.05,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"R1 - 'Eiweiß' is a sub-nutrient of 'Protein', and does not match 'Salz'.","R6 - Both values are greater than 0.1, so they cannot be considered traces.",R10 - 'g' matches 'g'.,"R12 - Both contexts are stripped to 'per_100g', which match."
110.jpeg,Melissen Extrakt,Niacin,15,,mg,,per_serving (pro Stick),,False,False,False,False,False,fast+llm,"R1 - 'Niacin' is a specific form of B3 vitamin, while 'Melissen Extrakt' is not a known nutrient and does not match any common nutrient names after normalization.",Missing quantity in prediction vs non-zero quantity in ground truth.,Missing unit in prediction vs non-zero unit in ground truth.,"Prediction has no context while ground truth specifies 'per_serving (pro Stick)', indicating a mismatch."
