tag,image_id,gt_nutrient,gt_quantity,gt_unit,gt_context,pred_nutrient,pred_quantity,pred_unit,pred_context,reason
incorrect,103.jpeg,davon Zucker,51,g,per_100g,davon Zucker,51,,,unit: got None expected g | context: got None expected per_100g
incorrect,103.jpeg,Ballaststoffe,16,g,per_100g,Ballaststoffe,7.7,,,qty: got 7.7 expected 16 | unit: got None expected g | context: got None expected per_100g
incorrect,103.jpeg,Eiweiß,7.7,g,per_100g,davon gesattigte,0.4,kcal,,"nutrient: R1: 'Eiweiß' vs 'davon gesattigte', nutrient mismatch due to specificity. | qty: got 0.4 expected 7.7 | unit: got kcal expected g | context: got None expected per_100g"
incorrect,103.jpeg,Salz,0,g,per_100g,Salz,7.7,,,qty: got 7.7 expected 0 | unit: got None expected g | context: got None expected per_100g
incorrect,103.jpeg,Energie,166,kJ,per_serving (pro Port. (12g)),davon gesattigte,3.7,kcal,,nutrient: R1 - 'Energie' vs 'davon gesattigte' | qty: got 3.7 expected 166 | unit: got kcal expected kJ | context: got None expected per_serving (pro Port. (12g))
incorrect,103.jpeg,Energie,39,kcal,per_serving (pro Port. (12g)),Fettsauren,0.4,kcal,,nutrient: R1 - 'Fettsauren' is a sub-nutrient of 'Energie'. | qty: got 0.4 expected 39 | context: got None expected per_serving (pro Port. (12g))
incorrect,103.jpeg,Fett,0.4,g,per_serving (pro Port. (12g)),Fettsauren,51,kcal,,nutrient: R1: 'Fett' vs 'Fettsauren' | qty: got 51 expected 0.4 | unit: got kcal expected g | context: got None expected per_serving (pro Port. (12g))
incorrect,103.jpeg,davon gesättigte Fettsäuren,0,g,per_serving (pro Port. (12g)),davon Zucker,16,,,nutrient: R1: 'davon gesättigte Fettsäuren' vs 'Zucker' | qty: got 16 expected 0 | unit: got None expected g | context: got None expected per_serving (pro Port. (12g))
incorrect,103.jpeg,Kohlenhydrate,6.1,g,per_serving (pro Port. (12g)),Ballaststoffe,51,,,"nutrient: R1: 'Kohlenhydrate' is a specific form of carbohydrate, while 'Ballaststoffe' refers to dietary fibre. These are different nutrients. | qty: got 51 expected 6.1 | unit: got None expected g | context: got None expected per_serving (pro Port. (12g))"
incorrect,103.jpeg,davon Zucker,6.1,g,per_serving (pro Port. (12g)),Salz,66.0,,,nutrient: R1: 'Salz' is a parent nutrient of 'davon Zucker'. | qty: got 66.0 expected 6.1 | unit: got None expected g | context: got None expected per_serving (pro Port. (12g))
missing,103.jpeg,Ballaststoffe,1.9,g,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
missing,103.jpeg,Eiweiß,0.9,g,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
missing,103.jpeg,Salz,0,g,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
incorrect,104.jpeg,Energie,1528,kJ,per_100g,Energie,361,kcal,,qty: got 361 expected 1528 | unit: got kcal expected kJ | context: got None expected per_100g
incorrect,104.jpeg,Energie,361,kcal,per_100g,Energie,100,g,,qty: got 100 expected 361 | unit: got g expected kcal | context: got None expected per_100g
incorrect,104.jpeg,Fett,2.6,g,per_100g,Fett,361,kcal,,qty: got 361 expected 2.6 | unit: got kcal expected g | context: got None expected per_100g
incorrect,104.jpeg,davon gesättigte Fettsäuren,0.6,g,per_100g,Fett,2.6,kcal,,nutrient: R1: 'Fett' is a parent nutrient of 'davon gesättigte Fettsäuren'. | qty: got 2.6 expected 0.6 | unit: got kcal expected g | context: got None expected per_100g
incorrect,104.jpeg,Kohlenhydrate,72,g,per_100g,Kohlenhydrate,0.6,kcal,,qty: got 0.6 expected 72 | unit: got kcal expected g | context: got None expected per_100g
incorrect,104.jpeg,davon Zucker,72,g,per_100g,davon Zucker,10,,,qty: got 10 expected 72 | unit: got None expected g | context: got None expected per_100g
incorrect,104.jpeg,Ballaststoffe,10,g,per_100g,Ballaststoffe,10,,,unit: got None expected g | context: got None expected per_100g
incorrect,104.jpeg,Eiweiß,3.2,g,per_100g,davon gesattigte,0.6,kcal,,"nutrient: R1: 'Eiweiß' vs 'davon gesattigte', nutrient mismatch due to specificity. | qty: got 0.6 expected 3.2 | unit: got kcal expected g | context: got None expected per_100g"
incorrect,104.jpeg,Salz,0.1,g,per_100g,Salz,3.2,,,qty: got 3.2 expected 0.1 | unit: got None expected g | context: got None expected per_100g
incorrect,104.jpeg,Energie,214,kJ,per_serving (pro Port. (14g)),davon gesattigte,2.6,kcal,,"nutrient: R1: 'Energie' vs 'davon gesattigte', short name does not match longer compound name. | qty: got 2.6 expected 214 | unit: got kcal expected kJ | context: got None expected per_serving (pro Port. (14g))"
incorrect,104.jpeg,Energie,51,kcal,per_serving (pro Port. (14g)),Fettsauren,0.6,kcal,,nutrient: R1 - 'Fettsauren' is a sub-nutrient of 'Energie'. | qty: got 0.6 expected 51 | context: got None expected per_serving (pro Port. (14g))
incorrect,104.jpeg,Fett,0,g,per_serving (pro Port. (14g)),Fettsauren,2.6,kcal,,nutrient: R1: 'Fett' vs 'Fettsauren' | qty: got 2.6 expected 0 | unit: got kcal expected g | context: got None expected per_serving (pro Port. (14g))
incorrect,104.jpeg,davon gesättigte Fettsäuren,0,g,per_serving (pro Port. (14g)),Kohlenhydrate,72,,,nutrient: R1: 'davon gesättigte Fettsäuren' vs 'Kohlenhydrate' | qty: got 72 expected 0 | unit: got None expected g | context: got None expected per_serving (pro Port. (14g))
incorrect,104.jpeg,Kohlenhydrate,10,g,per_serving (pro Port. (14g)),davon Zucker,72,,,"nutrient: R1: 'davon Zucker' is a sub-nutrient of 'Kohlenhydrate', and the prediction does not match the ground truth. | qty: got 72 expected 10 | unit: got None expected g | context: got None expected per_serving (pro Port. (14g))"
incorrect,104.jpeg,davon Zucker,10,g,per_serving (pro Port. (14g)),Ballaststoffe,3.2,,,nutrient: R1 - 'davon Zucker' is a sub-nutrient of 'Ballaststoffe'. | qty: got 3.2 expected 10 | unit: got None expected g | context: got None expected per_serving (pro Port. (14g))
incorrect,104.jpeg,Ballaststoffe,1.4,g,per_serving (pro Port. (14g)),Salz,0.1,,,nutrient: R1: 'Ballaststoffe' is a specific nutrient and does not match the predicted 'Salz'. | qty: got 0.1 expected 1.4 | unit: got None expected g | context: got None expected per_serving (pro Port. (14g))
missing,104.jpeg,Eiweiß,0,g,per_serving (pro Port. (14g)),,,,,nutrient not found in predictions
missing,104.jpeg,Salz,0,g,per_serving (pro Port. (14g)),,,,,nutrient not found in predictions
incorrect,105.jpeg,Energie,1320,kJ,per_100g,Energie,313,kcal,per_100g,qty: got 313 expected 1320 | unit: got kcal expected kJ
incorrect,105.jpeg,Energie,313,kcal,per_100g,Energie,38,kcal,per_100g,qty: got 38 expected 313
incorrect,105.jpeg,Fett,2.7,g,per_100g,Fett,313,kcal,per_100g,qty: got 313 expected 2.7 | unit: got kcal expected g
incorrect,105.jpeg,- davon gesättigte Fettsäuren,0.4,g,per_100g,Fett,38,kcal,per_100g,nutrient: R1 - 'Fett' is a parent nutrient of '- davon gesättigte Fettsäuren'. | qty: got 38 expected 0.4 | unit: got kcal expected g
incorrect,105.jpeg,Kohlenhydrate,52.1,g,per_100g,Kohlenhydrate 52.1g,0.4,,per_100g,qty: got 0.4 expected 52.1 | unit: got None expected g
incorrect,105.jpeg,- davon Zucker,51.4,g,per_100g,-davon gesattigte,0.4,,per_100g,"nutrient: R1 - 'davon Zucker' is a sub-nutrient of 'Energie', but the predicted nutrient does not match any known sugar-related nutrients after normalization. | qty: got 0.4 expected 51.4 | unit: got None expected g"
incorrect,105.jpeg,Ballaststoffe,15.5,g,per_100g,-davon gesattigte,0.3,kcal,per_100g,nutrient: R1 - 'Ballaststoffe' is a specific nutrient and does not match the predicted 'davon gesattigte'. | qty: got 0.3 expected 15.5 | unit: got kcal expected g
incorrect,105.jpeg,Eiweiß,7.0,g,per_100g,Fettsauren,0.4,,per_100g,nutrient: R1 - 'Fettsauren' is a sub-nutrient of 'Eiweiß'. | qty: got 0.4 expected 7.0 | unit: got None expected g
incorrect,105.jpeg,Salz,0.03,g,per_100g,Salz,7.0,,per_100g,qty: got 7.0 expected 0.03 | unit: got None expected g
incorrect,105.jpeg,Energie,158,kJ,per_serving (1 Portion* (12 g)),Fettsauren,6.3,kcal,per_100g,nutrient: R1 - 'Energie' vs 'Fettsauren' | qty: got 6.3 expected 158 | unit: got kcal expected kJ | context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.jpeg,Energie,38,kcal,per_serving (1 Portion* (12 g)),Kohlenhydrate 52.1g,6.3,kcal,per_100g,nutrient: R1 - 'Energie' vs 'Kohlenhydrate 52.1g' | qty: got 6.3 expected 38 | context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.jpeg,Fett,0.3,g,per_serving (1 Portion* (12 g)),Salz,600,,per_100g,nutrient: R1 - 'Fett' vs 'Salz' | qty: got 600 expected 0.3 | unit: got None expected g | context: got per_100g expected per_serving (1 Portion* (12 g))
missing,105.jpeg,- davon gesättigte Fettsäuren,0.0,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,105.jpeg,Kohlenhydrate,6.3,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,105.jpeg,- davon Zucker,6.2,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,105.jpeg,Ballaststoffe,1.9,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,105.jpeg,Eiweiß,0.8,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,105.jpeg,Salz,0.00,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
incorrect,106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,12,mg α-TE,per_serving (Pro Stick),VitaminE,12,mg,,unit: got mg expected mg α-TE | context: got None expected per_serving (Pro Stick)
incorrect,106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,250,mg,per_serving (Pro Stick),Vitamine und Mineralstoffe,12,mg,,nutrient: R1 - 'Magnesium' vs 'Vitamine und Mineralstoffe' | qty: got 12 expected 250 | context: got None expected per_serving (Pro Stick)
incorrect,107.jpeg,Vitamin B1,1.1,mg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B1,14,mg,per_daily_dose,qty: got 14 expected 1.1
incorrect,107.jpeg,Vitamin B2,1.4,mg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B2,14,mg,per_daily_dose,qty: got 14 expected 1.4
incorrect,107.jpeg,Vitamin B6,1.4,mg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B6,1409,mg,per_daily_dose,qty: got 1409 expected 1.4
incorrect,107.jpeg,Vitamin B12,2.5,µg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B12,80,mg,per_daily_dose,qty: got 80 expected 2.5 | unit: got mg expected µg
incorrect,107.jpeg,Vitamin C,80,mg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B1,1.1,mg,per_daily_dose,nutrient: R1 - 'Vitamin C' vs 'Vitamin B1' | qty: got 1.1 expected 80
incorrect,107.jpeg,Vitamin E,12,mg α-TE,per_daily_dose (1 Tablette (4.3 g)*),Vitamin E,,,per_daily_dose,qty: got None expected 12 | unit: got None expected mg α-TE
incorrect,107.jpeg,Niacin,16,mg NE,per_daily_dose (1 Tablette (4.3 g)*),Niacin,5019,,per_daily_dose,qty: got 5019 expected 16 | unit: got None expected mg NE
incorrect,107.jpeg,Biotin,50,µg,per_daily_dose (1 Tablette (4.3 g)*),Biotin,2009,,per_daily_dose,qty: got 2009 expected 50 | unit: got None expected µg
incorrect,107.jpeg,Folsäure,200,µg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B2,1409,mg,per_daily_dose,"nutrient: R1: 'Folsäure' is a specific form of B vitamin, while 'Vitamin B2' refers to riboflavin. | qty: got 1409 expected 200 | unit: got mg expected µg"
incorrect,107.jpeg,Pantothensäure,6,mg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B6,2.59,mg,per_daily_dose,"nutrient: R1: 'Pantothensäure' is a specific form of 'Vitamin B5', and does not match the predicted nutrient 'Vitamin B6'. | qty: got 2.59 expected 6"
incorrect,108.jpeg,Vitamin B12,2.5,µg,per_daily_dose (1 Tablette (5.6 g)*),Vitamin B12,2.519,mg,per_daily_dose,qty: got 2.519 expected 2.5 | unit: got mg expected µg
incorrect,108.jpeg,Vitamin E (α-TE),12,mg,per_daily_dose (1 Tablette (5.6 g)*),VitaminE (a-TE,16,mg,per_daily_dose,qty: got 16 expected 12
incorrect,108.jpeg,Niacin (NE),16,mg,per_daily_dose (1 Tablette (5.6 g)*),Biotin,509,mg,per_daily_dose,nutrient: R1: 'Niacin (NE)' does not match 'Biotin'. | qty: got 509 expected 16
incorrect,108.jpeg,Biotin,50,µg,per_daily_dose (1 Tablette (5.6 g)*),Folsaure,,,,"nutrient: R1: 'Folsaure' is a sub-nutrient of 'Biotin', and does not match. | qty: got None expected 50 | unit: got None expected µg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)"
incorrect,108.jpeg,Folsäure,200,µg,per_daily_dose (1 Tablette (5.6 g)*),Pantothensaure,,,,"nutrient: R1 - 'Pantothensaure' is a sub-nutrient of 'Folsäure', and the short name does not match the longer compound name. | qty: got None expected 200 | unit: got None expected µg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)"
missing,108.jpeg,Pantothensäure,6.0,mg,per_daily_dose (1 Tablette (5.6 g)*),,,,,nutrient not found in predictions
incorrect,109.jpeg,Brennwert,420,kJ,per_100g,Brennwert,,,per_100g,qty: got None expected 420 | unit: got None expected kJ
incorrect,109.jpeg,Brennwert,99,kcal,per_100g,Fett,,,per_100g,"nutrient: R1 - 'Fett' is a parent nutrient of 'Brennwert', and 'Fett' does not match 'Brennwert'. | qty: got None expected 99 | unit: got None expected kcal"
incorrect,109.jpeg,Fett,0,g,per_100g,Fettsauren,0.2,,per_100g,nutrient: R1 - 'Fett' does not match 'Fettsauren'. | qty: got 0.2 expected 0 | unit: got None expected g
incorrect,109.jpeg,- davon gesättigte Fettsäuren,0.2,g,per_100g,-davon gesattigte,,,per_100g,"nutrient: R1 - 'davon gesättigte' is a shorter name that contains the full nutrient name 'gesättigte Fettsäuren', which makes them non-matching. | qty: got None expected 0.2"
incorrect,109.jpeg,Kohlenhydrate,12.0,g,per_100g,Kohlenhydrate,12.0,,per_100g,unit: got None expected g
incorrect,109.jpeg,- davon Zucker,9.8,g,per_100g,-davon Zucker,9.8,,per_100g,unit: got None expected g
incorrect,109.jpeg,Ballaststoffe,1.5,g,per_100g,Ballaststoffe,1.5,,per_100g,unit: got None expected g
incorrect,109.jpeg,Eiweiß,11.0,g,per_100g,Salz,0.05,,per_100g,nutrient: R1 - 'Eiweiß' is a specific nutrient and does not match the predicted 'Salz'. | qty: got 0.05 expected 11.0 | unit: got None expected g
missing,109.jpeg,Salz,0.05,g,per_100g,,,,,nutrient not found in predictions
incorrect,110.jpeg,Melissen Extrakt,15,mg,per_serving (pro Stick),Niacin,8.0,mg ne,,"nutrient: R1: 'Niacin' is a specific form of B3 vitamin, while 'Melissen Extrakt' is not recognized as a nutrient and does not match any known nutrient through R2/R3. | qty: got 8.0 expected 15 | unit: got mg ne expected mg | context: got None expected per_serving (pro Stick)"
incorrect,110.jpeg,Niacin,8.0,mg NE,per_serving (pro Stick),Niacin,16,mg ne,,qty: got 16 expected 8.0 | context: got None expected per_serving (pro Stick)
incorrect,110.jpeg,Pantothensäure,3.0,mg,per_serving (pro Stick),Pantothensaure,3.0,mg,,context: got None expected per_serving (pro Stick)
incorrect,110.jpeg,Melissen Extrakt,30,mg,per_daily_dose (pro 2 Sticks),Pantothensaure,6.0,mg,,nutrient: R1: 'Pantothensaure' is a short name that does not match the parent nutrient 'Melissen Extrakt'. | qty: got 6.0 expected 30 | context: got None expected per_daily_dose (pro 2 Sticks)
missing,110.jpeg,Niacin,16,mg NE,per_daily_dose (pro 2 Sticks),,,,,nutrient not found in predictions
missing,110.jpeg,Pantothensäure,6.0,mg,per_daily_dose (pro 2 Sticks),,,,,nutrient not found in predictions
incorrect,111.jpeg,Vitamin B12,17.5,µg,per_daily_dose (1 Tagesdosis (8 ml)),Vitamin B12,17.5,,,unit: got None expected µg | context: got None expected per_daily_dose (1 Tagesdosis (8 ml))
incorrect,112.jpeg,Vitamin B12,17.5,µg,per_daily_dose (1 Tagesdosis (8 ml)),Vitamine,,,,nutrient: R1: 'Vitamine' is a short name that does not match the full nutrient name 'Vitamin B12'. | qty: got None expected 17.5 | unit: got None expected µg | context: got None expected per_daily_dose (1 Tagesdosis (8 ml))
incorrect,113.jpeg,ENERGIE kJ,1546,kJ,per_100g,ENERGIE,,,per_100g,qty: got None expected 1546 | unit: got None expected kJ
incorrect,113.jpeg,ENERGIE kcal,369,kcal,per_100g,FETT,4.5,,per_100g,nutrient: R1 - 'FETT' is a sub-nutrient of 'ENERGIE kcal' | qty: got 4.5 expected 369 | unit: got None expected kcal
incorrect,113.jpeg,FETT,4.5,g,per_100g,FETT,1.3,,per_100g,qty: got 1.3 expected 4.5 | unit: got None expected g
incorrect,113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,3.1,g,per_100g,DAVONGESATTIGTE FETTSAUREN,3.1,,per_100g,unit: got None expected g
incorrect,113.jpeg,KOHLENHYDRATE,7.7,g,per_100g,KOHLENHYDRATE,17,,per_100g,qty: got 17 expected 7.7 | unit: got None expected g
incorrect,113.jpeg,DAVON ZUCKER,3.9,g,per_100g,DAVONGESATTIGTE FETTSAUREN,16,,per_100g,nutrient: R1 - 'DAVON ZUCKER' is a sub-nutrient of 'Fettsäuren' | qty: got 16 expected 3.9 | unit: got None expected g
incorrect,113.jpeg,BALLASTSTOFFE,1.9,g,per_100g,BALLASTSTOFFE,3.9,,per_100g,qty: got 3.9 expected 1.9 | unit: got None expected g
incorrect,113.jpeg,EIWEIẞ,72.7,g,per_100g,KOHLENHYDRATE,3.1,,per_100g,"nutrient: R1 - 'EIWEIẞ' is a sub-nutrient of 'KOHLENHYDRATE', and short name does not match longer compound name. | qty: got 3.1 expected 72.7 | unit: got None expected g"
incorrect,113.jpeg,SALZ,0.53,g,per_100g,SALZ,72.7,,per_100g,qty: got 72.7 expected 0.53 | unit: got None expected g
incorrect,113.jpeg,KOFFEIN,267,mg,per_100g,KOFFEIN,80,mg,per_100g,qty: got 80 expected 267
incorrect,113.jpeg,ENERGIE kJ,464,kJ,per_serving (30 g PULVER IN 250ml WASSER),BALLASTSTOFFE,1.9,,per_100g,nutrient: R1: 'ENERGIE kJ' vs 'BALLASTSTOFFE' | qty: got 1.9 expected 464 | unit: got None expected kJ | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,113.jpeg,ENERGIE kcal,111,kcal,per_serving (30 g PULVER IN 250ml WASSER),SALZ,145,,per_100g,"nutrient: R1 - 'ENERGIE kcal' is a specific form of 'Energie', while 'SALZ' is about salt. | qty: got 145 expected 111 | unit: got None expected kcal | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)"
missing,113.jpeg,FETT,1.3,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,0.9,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,KOHLENHYDRATE,2.3,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,DAVON ZUCKER,1.2,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,BALLASTSTOFFE,0.6,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,EIWEIẞ,21.8,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,SALZ,0.17,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,KOFFEIN,80,mg,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,114.jpeg,ENERGIE,1541,kJ,per_100g,ENERGIE,,,per_100g,qty: got None expected 1541 | unit: got None expected kJ
incorrect,114.jpeg,ENERGIE,368,kcal,per_100g,FETT,4.8,,per_100g,nutrient: R1 - 'FETT' is a sub-nutrient of 'Energie'. | qty: got 4.8 expected 368 | unit: got None expected kcal
incorrect,114.jpeg,FETT,4.8,g,per_100g,FETT,148,,per_100g,qty: got 148 expected 4.8 | unit: got None expected g
incorrect,114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,3.3,g,per_100g,DAVONGESATTIGTEFETTSAUREN,3.3,,per_100g,unit: got None expected g
incorrect,114.jpeg,KOHLENHYDRATE,8.8,g,per_100g,KOHLENHYDRATE,8.8,,per_100g,unit: got None expected g
incorrect,114.jpeg,DAVON ZUCKER,4.1,g,per_100g,DAVONGESATTIGTEFETTSAUREN,17,,per_100g,nutrient: R1 - DAVON ZUCKER does not match DAVONGESATTIGTEFETTSAUREN | qty: got 17 expected 4.1 | unit: got None expected g
